,GEOID10,TRACTCE10,BLKGRPCE10,NAMELSAD10,INTPTLAT10,INTPTLON10,TRACT,TRBG,TRBG_STR,ACRES_TOTA,ACRES_LAND,ACRES_WATE,WATER,TRFIPS,CFIPS,SFIPS,CSA,CSA_Name,CBSA,CBSA_Name,COUNTHU10,TOTPOP10,HH,WORKERS,AC_TOT,AC_WATER,AC_LAND,AC_UNPR,D2A_EPHHM,D2B_E8MIXA,D3b,D4a,D2A_Ranked,D2B_Ranked,D4A_Ranked,D3B_Ranked,WalkIndex,geometry,dis_ospace_m,SPEEDLIMIT,crim_50m,crim_100m,tree_10m,tree_50m
230,530330062002,006200,2,Block Group 2,+47.6420415,-122.3060216,6200,6200.2,6200.2,158.86084576,140.84710191,18.02287807,0,006200,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",583.0,1475.0,558.0,658.0,158.87,18.17,140.7,121.801,0.601692,0.729077,238.477,164.066762455,14,17,19,20,18.167,"POLYGON ((-122.304507420807 47.64423484879496, -122.3044924194182 47.64413884922706, -122.3042674205428 47.64417184955243, -122.3042474196448 47.64413984915685, -122.3042104197233 47.64409184945564, -122.3041474198319 47.64401284981602, -122.3039284180281 47.64379184987102, -122.3037844173568 47.64367085031038, -122.3035294168102 47.64346885080107, -122.3033314158221 47.64332285085973, -122.3030904147875 47.64316485173818, -122.302270412285 47.64260385301355, -122.3021684126878 47.64250785376115, -122.3021234122557 47.64244785340951, -122.3020764122134 47.64234985363784, -122.302053411864 47.64226785401537, -122.3020584092905 47.64171785408971, -122.3020654056625 47.64098785435743, -122.3020724021127 47.64025885406051, -122.3020803993374 47.63952985432773, -122.3017933950226 47.63871385519505, -122.3015143926588 47.6379128556291, -122.3015303886371 47.63706485537251, -122.3015653799379 47.63524385621877, -122.3022793821568 47.63557885504899, -122.3029253835918 47.63588185324683, -122.3053513879127 47.63701984878463, -122.3060353897365 47.63734084773689, -122.306818391552 47.63770784625682, -122.3072773925139 47.63792384533769, -122.3086953945107 47.63858784324766, -122.3103073980468 47.63934384024902, -122.3107713994132 47.63956183882096, -122.3107134031389 47.6402928389494, -122.3107074054182 47.64102283863717, -122.3108484157719 47.64312483808184, -122.3108504148284 47.64316183796295, -122.3108504154539 47.64320383767686, -122.3108464157181 47.64331783767614, -122.3108244184265 47.643930837585, -122.3108054194769 47.64408383834363, -122.3104354323495 47.64712183815926, -122.3089774338758 47.64724284047249, -122.3051704353777 47.64755984701264, -122.3045974336996 47.64740384764935, -122.3046054323785 47.64692184807263, -122.3046144303776 47.64639584780382, -122.3045374288348 47.64631184845779, -122.304500427497 47.64577084884548, -122.3044984261687 47.64555584857422, -122.3044954244871 47.64525984859506, -122.3044824236497 47.64498984851949, -122.3044624232985 47.64484984839971, -122.3044554219557 47.64475684908774, -122.3045094217801 47.64461484842668, -122.3044294213003 47.64443184895804, -122.3043864206518 47.64436184884072, -122.3045434203288 47.64433484925079, -122.3045184205318 47.64428284879811, -122.304507420807 47.64423484879496))",126.69438764506563,27.096846846846848,2.315315315315315,4.593457943925234,1.9827586206896552,13.109004739336493
231,530330062003,006200,3,Block Group 3,+47.6358768,-122.3090446,6200,6200.3,6200.3,149.96166264,149.96924415,0.0,0,006200,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",421.0,1007.0,407.0,507.0,149.97,0.0,149.96,75.182,0.560758,0.586512,147.284,569.62941996,13,12,16,19,15.833,"POLYGON ((-122.3086953945107 47.63858784324766, -122.3072773925139 47.63792384533769, -122.306818391552 47.63770784625682, -122.3060353897365 47.63734084773689, -122.3053513879127 47.63701984878463, -122.3029253835918 47.63588185324683, -122.3022793821568 47.63557885504899, -122.3015653799379 47.63524385621877, -122.3015763770478 47.63457285641227, -122.3015913733137 47.63359385654699, -122.3016133668089 47.63227885654294, -122.3022933665962 47.6322858555292, -122.3035053673325 47.63228685361239, -122.30470936764 47.63229285132537, -122.3059833675409 47.63229984962366, -122.3072273672436 47.63230584751122, -122.3085723666959 47.63231284483649, -122.3098933673117 47.63231984249759, -122.3105543678885 47.63232384141366, -122.3112153668885 47.63232684065392, -122.3119243672105 47.63233083906995, -122.3124963669493 47.63233383804054, -122.3124813736815 47.63376583784019, -122.3125503744673 47.6340278375664, -122.3126243747332 47.63413283749817, -122.3127213751241 47.63424883750422, -122.3130373775745 47.63455383673622, -122.3132113784593 47.63476783676006, -122.3133863796917 47.6350488358469, -122.3135053807613 47.63532283522238, -122.3135803818983 47.63560783570269, -122.3136083839066 47.63594583564148, -122.3136073835078 47.63598583509823, -122.3135863904265 47.63741283502809, -122.3136103901005 47.63747583522836, -122.3136423904905 47.63751283452707, -122.3138353907477 47.63764183420955, -122.3146853939444 47.63818983301344, -122.314796393608 47.63822483249891, -122.314906393047 47.63826083265877, -122.314990393448 47.63826683195901, -122.3152123940317 47.63826383192133, -122.3152043979387 47.63920983185546, -122.3152503986884 47.63931683194206, -122.3153313982688 47.63940883165527, -122.315424398771 47.63946883093573, -122.3154613993856 47.63949283106655, -122.3156223994932 47.63954683070128, -122.3156943997816 47.63955983082578, -122.3160353998824 47.63955882964098, -122.3160424047451 47.64073982942138, -122.3160494043445 47.6407768298104, -122.3160834056559 47.64082182957094, -122.3161124055038 47.64083482989722, -122.316161404978 47.64085482954416, -122.3162364048904 47.64086082915327, -122.3169744052579 47.64085382799194, -122.3179504051078 47.64085082664404, -122.3179494073022 47.64135482645141, -122.3179494129343 47.64257182556341, -122.3175084108891 47.64227082637323, -122.3172994105725 47.64215082755923, -122.3171184104029 47.64206582779317, -122.316996410732 47.64202782787564, -122.3164834096106 47.64190782855174, -122.3160364097719 47.64181282925613, -122.3158784088616 47.64175582956673, -122.3157734082542 47.64169682977468, -122.315692409038 47.64162783047627, -122.3156334082059 47.64155683008285, -122.3155924076614 47.64147282995214, -122.3155184069153 47.64121983084964, -122.3154314053272 47.64102883067041, -122.3153744050643 47.6409338305882, -122.3152624049129 47.64085483062836, -122.3151294049445 47.64079883144654, -122.3149944044308 47.64075483186429, -122.3148084039277 47.64070683220778, -122.3146484042085 47.64065683240123, -122.3145004043241 47.64059883262603, -122.3143604041635 47.64052483261753, -122.3142654027867 47.64044783260267, -122.3141644033141 47.64031883341402, -122.3140154012966 47.64007383301877, -122.3138494007119 47.63982183417993, -122.3137644007482 47.63973783434742, -122.3136674002127 47.63967983427957, -122.3134893997782 47.63960683470568, -122.3132853989978 47.63957083524931, -122.312342399339 47.63956483640141, -122.3122893991763 47.63956483670002, -122.3119603996163 47.63956483687959, -122.3107713994132 47.63956183882096, -122.3103073980468 47.63934384024902, -122.3086953945107 47.63858784324766))",47.51005749181928,21.065476190476193,1.8805970149253732,3.1575342465753424,1.9696969696969697,7.8936170212765955
232,530330063001,006300,1,Block Group 1,+47.6405420,-122.2766660,6300,6300.1,6300.1,499.97826508,55.73412447,444.27002318,0,006300,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",941.0,1280.0,832.0,465.0,500.0,445.78,54.2202377319,54.2202,0.682457,0.639254,85.5976,47.8177973556,16,14,20,15,16.667,"POLYGON ((-122.2557334323484 47.6471219343544, -122.2590854030346 47.64037692826808, -122.2591234030339 47.6403009281624, -122.2600493879343 47.63699192704591, -122.2754503897162 47.63725290085858, -122.2756033889409 47.63725590057195, -122.2762703876524 47.63690089885974, -122.2771203855685 47.63638689815567, -122.2780423824129 47.63576289593544, -122.2784723806601 47.63547289551285, -122.2795783785128 47.63472589349231, -122.2796563781159 47.63482489348473, -122.2796283872106 47.63696089382935, -122.2808093879887 47.63696689175743, -122.2807783967797 47.63912289120582, -122.280765403972 47.64071789074222, -122.2813594046561 47.64072088994397, -122.2813624070996 47.64140188969272, -122.2809594083184 47.64161789030605, -122.2794544069883 47.64141289316486, -122.2794404099227 47.6419578927492, -122.2794284101937 47.64199289277383, -122.2793954109608 47.64202689287519, -122.2793554104641 47.64203989357575, -122.2793044101852 47.64204889312123, -122.2784404097751 47.6420418948597, -122.2784024101505 47.64203589467154, -122.2771204094639 47.64194989702199, -122.2770554109529 47.64220989713027, -122.2770524148678 47.6431908971388, -122.27734941553 47.64328989695539, -122.2782884170734 47.64361489522695, -122.2787944185888 47.64377789431153, -122.2797694194723 47.64402789212386, -122.2802504194635 47.64412189133207, -122.2805364201272 47.64416889121292, -122.2808094195215 47.64420689058356, -122.2811994203006 47.64425288961971, -122.2815534208324 47.64428088911988, -122.2828334202392 47.64436888724632, -122.2850744212454 47.64451488269816, -122.2850734217327 47.64458188298064, -122.2850344341178 47.64752188276277, -122.2770184349185 47.64741189705637, -122.2758344342565 47.6473958985204, -122.2755834348038 47.64739189914514, -122.2711374345682 47.64733190691869, -122.2557334323484 47.6471219343544))",290.99727319704994,22.192982456140353,2.8947368421052633,5.8545454545454545,1.6551724137931034,11.462962962962964
233,530330063002,006300,2,Block Group 2,+47.6308773,-122.2770060,6300,6300.2,6300.2,529.34029203,137.20822806,392.15772228,0,006300,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",750.0,1317.0,660.0,663.0,529.36,391.48,137.88,135.551,0.603843,0.626092,138.053,293.86727068,14,13,18,18,16.5,"POLYGON ((-122.2614183654664 47.63200992523306, -122.263533332304 47.62432192212469, -122.2638213318254 47.62446992105641, -122.2802273400026 47.6262448941499, -122.2810073401332 47.62632989265547, -122.2825463365067 47.62548688993699, -122.2825843362143 47.62537088985054, -122.2826223352574 47.62526089006445, -122.282630336099 47.62523589006315, -122.2829103340894 47.6249718895295, -122.2830413345704 47.6248938894255, -122.2830993336432 47.62485488905325, -122.2830353347052 47.62503188926009, -122.282936335132 47.62518188940748, -122.2828953359633 47.62529388953537, -122.2828543367228 47.62543788918725, -122.2828493397548 47.62615988965099, -122.2827273405043 47.6262078893807, -122.2822573405512 47.62645889087882, -122.2823693415211 47.62653389029444, -122.2829083450913 47.62723988891006, -122.2840083433308 47.62684288709165, -122.2840403433307 47.62681888733275, -122.2841533416848 47.62662688735562, -122.2843763400772 47.62627688682519, -122.2844363402701 47.62617388725333, -122.2844743393374 47.62613188641999, -122.2849063379207 47.62565988580526, -122.2855243342594 47.6250028851614, -122.2855723346039 47.62495088505805, -122.285632333733 47.62484188540407, -122.2856683311711 47.62426488519343, -122.2855543285885 47.62357488531848, -122.2855153284649 47.62349188503424, -122.2854583272804 47.62341988527889, -122.2853613274739 47.62334288575908, -122.2851153260683 47.6231938858583, -122.2850003258457 47.62313188612548, -122.2846763252589 47.62277088708606, -122.2846273246616 47.62269288716008, -122.2846203246191 47.62265588694456, -122.284629324231 47.62261288751033, -122.2846963239894 47.62251088698918, -122.2855143236031 47.6225148851853, -122.2865813261071 47.62314188369562, -122.2865033265742 47.62319988346988, -122.2864553274456 47.62325188398519, -122.2864483273852 47.62333988378943, -122.2865193276506 47.62347188378158, -122.2865463285216 47.6235288838598, -122.286547329933 47.62390688360212, -122.2867423313789 47.62422988323985, -122.2868143315032 47.62439388336859, -122.2868093330795 47.62452088306352, -122.2868733344707 47.62498388277582, -122.2868553393051 47.62616288266729, -122.2868373445893 47.62736888301159, -122.2868263501976 47.62857588242756, -122.2868133562908 47.62982988248784, -122.2865013568363 47.63004188242198, -122.2854633603229 47.63074688444747, -122.2854003603868 47.63078888423304, -122.2851193613654 47.63097988491538, -122.2847863617248 47.6312048851797, -122.2840793649123 47.63168188658382, -122.2833453669971 47.63217388808165, -122.2826843680555 47.63262188891574, -122.281578371881 47.63337189093459, -122.2812943730065 47.63356489098375, -122.2798593773105 47.63452889323027, -122.2795783785128 47.63472589349231, -122.2784723806601 47.63547289551285, -122.2780423824129 47.63576289593544, -122.2771203855685 47.63638689815567, -122.2762703876524 47.63690089885974, -122.2756033889409 47.63725590057195, -122.2754503897162 47.63725290085858, -122.2600493879343 47.63699192704591, -122.2614183654664 47.63200992523306))",154.87563723994217,20.931647940074903,1.7916666666666667,3.310924369747899,1.537313432835821,10.920289855072463
234,530330063003,006300,3,Block Group 3,+47.6390652,-122.2823976,6300,6300.3,6300.3,125.72922625,99.51353772,26.22208172,0,006300,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",550.0,1078.0,493.0,368.0,125.74,22.91,102.828742981,102.829,0.499595,0.754633,145.257,367.677803389,11,17,17,19,16.667,"POLYGON ((-122.2770554109529 47.64220989713027, -122.2771204094639 47.64194989702199, -122.2784024101505 47.64203589467154, -122.2784404097751 47.6420418948597, -122.2793044101852 47.64204889312123, -122.2793554104641 47.64203989357575, -122.2793954109608 47.64202689287519, -122.2794284101937 47.64199289277383, -122.2794404099227 47.6419578927492, -122.2794544069883 47.64141289316486, -122.2809594083184 47.64161789030605, -122.2813624070996 47.64140188969272, -122.2813594046561 47.64072088994397, -122.280765403972 47.64071789074222, -122.2807783967797 47.63912289120582, -122.2808093879887 47.63696689175743, -122.2796283872106 47.63696089382935, -122.2796563781159 47.63482489348473, -122.2795783785128 47.63472589349231, -122.2798593773105 47.63452889323027, -122.2812943730065 47.63356489098375, -122.281578371881 47.63337189093459, -122.2826843680555 47.63262188891574, -122.2833453669971 47.63217388808165, -122.2840793649123 47.63168188658382, -122.2847863617248 47.6312048851797, -122.2851193613654 47.63097988491538, -122.2854003603868 47.63078888423304, -122.2853833660349 47.63220088402628, -122.2853643685752 47.63269288458347, -122.2853663722076 47.63335388446437, -122.2853453712952 47.63337788459253, -122.2852953718204 47.63339188403361, -122.2847443714572 47.63338688555471, -122.2840553721558 47.63338388599647, -122.2840403777713 47.63459088649575, -122.2844553770867 47.63459288583757, -122.2845103825528 47.63579988569002, -122.2847143833154 47.63580088528168, -122.2847153881455 47.63698888493513, -122.2854623901139 47.63750188365552, -122.2854633896451 47.63750288295262, -122.2853424063989 47.64126788260474, -122.2853244117329 47.64246088249892, -122.2851894134557 47.64283088255964, -122.2850344158715 47.64326188356311, -122.2849804168018 47.64360088321386, -122.2851234201345 47.64426788281639, -122.2851164210032 47.64429988253819, -122.2850744212454 47.64451488269816, -122.2828334202392 47.64436888724632, -122.2815534208324 47.64428088911988, -122.2811994203006 47.64425288961971, -122.2808094195215 47.64420689058356, -122.2805364201272 47.64416889121292, -122.2802504194635 47.64412189133207, -122.2797694194723 47.64402789212386, -122.2787944185888 47.64377789431153, -122.2782884170734 47.64361489522695, -122.27734941553 47.64328989695539, -122.2770524148678 47.6431908971388, -122.2770554109529 47.64220989713027))",281.13961789634465,20.45180722891566,2.142857142857143,3.1634615384615383,1.6111111111111112,10.508620689655173
235,530330063004,006300,4,Block Group 4,+47.6340212,-122.2894637,6300,6300.4,6300.4,277.37461159,277.38789834,0.0,0,006300,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",588.0,1287.0,541.0,478.0,277.39,0.01,277.37,258.807,0.649678,0.708552,91.5531,379.663237892,15,16,17,15,15.833,"POLYGON ((-122.2853244117329 47.64246088249892, -122.2853424063989 47.64126788260474, -122.2854633896451 47.63750288295262, -122.2854623901139 47.63750188365552, -122.2847153881455 47.63698888493513, -122.2847143833154 47.63580088528168, -122.2845103825528 47.63579988569002, -122.2844553770867 47.63459288583757, -122.2840403777713 47.63459088649575, -122.2840553721558 47.63338388599647, -122.2847443714572 47.63338688555471, -122.2852953718204 47.63339188403361, -122.2853453712952 47.63337788459253, -122.2853663722076 47.63335388446437, -122.2853643685752 47.63269288458347, -122.2853833660349 47.63220088402628, -122.2854003603868 47.63078888423304, -122.2854633603229 47.63074688444747, -122.2865013568363 47.63004188242198, -122.2868133562908 47.62982988248784, -122.2868263501976 47.62857588242756, -122.2868373445893 47.62736888301159, -122.2868553393051 47.62616288266729, -122.2868733344707 47.62498388277582, -122.2868093330795 47.62452088306352, -122.2868143315032 47.62439388336859, -122.2872903315804 47.62443888203573, -122.2874603320844 47.62443988225478, -122.287916331308 47.62437288117155, -122.2888993325376 47.62440388008257, -122.2889823313911 47.62440287979995, -122.289032332219 47.62439687961774, -122.2891253313103 47.62437087925347, -122.2892843313892 47.62425787918104, -122.2894333316409 47.62421787872673, -122.2896563313523 47.62426287884291, -122.2898203308756 47.62427787808891, -122.2899853314635 47.62427487772756, -122.2902973310884 47.624242877143, -122.2904083318614 47.62425787745718, -122.2905093313133 47.62429087712183, -122.2906203319513 47.62435887705235, -122.2906913318763 47.6244478765076, -122.2907383329755 47.62475187679592, -122.2907773341398 47.62483087667982, -122.2909013347443 47.62492187634201, -122.2909553338923 47.62494187647796, -122.2910513338619 47.62495187581072, -122.2914133349516 47.62498687530941, -122.2916113349311 47.62503187525342, -122.2917953350957 47.6250908747764, -122.2918883347245 47.62512787461497, -122.292024335915 47.62519587400514, -122.292135336264 47.62527487369894, -122.2922063360547 47.6253368744111, -122.2922713359915 47.62541287417092, -122.2923923370074 47.62561687327996, -122.2924563376385 47.62577587370621, -122.2924683381228 47.62585387338006, -122.2924983387457 47.62597887301515, -122.292392339659 47.62609087344669, -122.2923293393066 47.62618887362228, -122.2924413401536 47.62634287323755, -122.2924213439366 47.62721387334337, -122.2924113450056 47.62727987370782, -122.2923883450702 47.62733687291632, -122.2923033451125 47.62741287379922, -122.2934463499002 47.62832587095298, -122.2933953500207 47.62857787117922, -122.2933803512625 47.62865687109868, -122.2934363529682 47.62898987144786, -122.2924283676251 47.63228087251032, -122.294473378207 47.63483586879666, -122.2938113939466 47.63825186864953, -122.2943114047309 47.64073486723164, -122.292363410872 47.6421258704957, -122.2920454100334 47.64206687156438, -122.2896424087729 47.64162187529496, -122.2853244117329 47.64246088249892))",198.2048771299198,20.928270042194093,2.3469387755102042,4.826530612244898,1.4482758620689655,8.211764705882352
236,530330064001,006400,1,Block Group 1,+47.6280777,-122.2995576,6400,6400.1,6400.1,74.30387372,74.30730623,0.0,0,006400,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",456.0,1024.0,439.0,482.0,74.31,0.0,74.3,73.9469,0.260829,0.0,203.885,250.030606197,5,1,19,20,14.0,"POLYGON ((-122.2953143358176 47.62514986917819, -122.2955273359277 47.62514086826502, -122.2965233348629 47.62514986700194, -122.2976833351185 47.62515986521061, -122.2987593349182 47.62516886315261, -122.2998413354442 47.62517786087427, -122.3011453349841 47.62518985915694, -122.3024193358569 47.62519985656137, -122.3024053384784 47.62594585653545, -122.3023833422985 47.62669385698131, -122.3023813423774 47.62681585694074, -122.3023773456163 47.62743485622624, -122.3023553504469 47.6286448563751, -122.302332356537 47.62990585601423, -122.3023033652801 47.63175185591144, -122.3022933665962 47.6322858555292, -122.3016133668089 47.63227885654294, -122.3015593664492 47.63227785639167, -122.3002883675565 47.63227085899045, -122.29963536733 47.63226686026675, -122.2994263673223 47.63226586021023, -122.2992733674234 47.63224686092092, -122.2991633668379 47.63220586128849, -122.2990753665546 47.63214586120755, -122.2990053663362 47.63205086157549, -122.2989883651164 47.63196686084437, -122.2990013627819 47.63125986179092, -122.299019358064 47.6302568615307, -122.2990373562239 47.62982086185244, -122.2990083547748 47.62964586189706, -122.2989853550751 47.62960786207544, -122.2989523542978 47.62955186228414, -122.2988983542705 47.62949886223789, -122.2988113547344 47.62943486210045, -122.2980603527747 47.62917186320272, -122.2973183521084 47.62892286469078, -122.2972033525302 47.6288688653812, -122.2971633521147 47.62884286499888, -122.2971233515598 47.62881586514995, -122.2970103512853 47.62869986564074, -122.2969383513547 47.62861186514419, -122.296878349949 47.62850286571795, -122.2968263495737 47.62838086583757, -122.2967423492022 47.62813486545856, -122.2963473451109 47.62741486702736, -122.2951153415358 47.62666986862248, -122.295094341788 47.62662986866056, -122.2950663417229 47.62656786894095, -122.2950503413831 47.62650086897609, -122.2950683390835 47.62588186937134, -122.295081336535 47.62536286951944, -122.2950893366898 47.6253118692637, -122.2951063360469 47.62526786926116, -122.2951793357889 47.62519686914679, -122.2952743354851 47.6251588688782, -122.2953143358176 47.62514986917819))",173.97873941005622,20.843373493975903,1.8148148148148149,3.4661016949152543,1.7384615384615385,10.444444444444445
237,530330064002,006400,2,Block Group 2,+47.6287858,-122.3105864,6400,6400.2,6400.2,57.45727334,57.45990845,0.0,0,006400,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",387.0,990.0,361.0,550.0,57.46,0.0,57.46,57.3644,0.337211,0.737459,148.514,171.044614954,7,17,19,19,16.667,"POLYGON ((-122.3086423430022 47.62685884607901, -122.3086633359676 47.62524084663691, -122.3099873360851 47.62524784428258, -122.3108873352562 47.62525184281972, -122.3113093351738 47.62525384226345, -122.3117423360036 47.62525584118982, -122.3117703351616 47.62525584184549, -122.3125903354518 47.62526083992749, -122.3125793391113 47.62607083957224, -122.312568343635 47.62687783990681, -122.3125753463464 47.62763083975661, -122.3125653485614 47.62818883950722, -122.3125613491577 47.62840183917098, -122.3125573514459 47.62869683940919, -122.3125333600751 47.63064283822918, -122.3124963669493 47.63233383804054, -122.3119243672105 47.63233083906995, -122.3112153668885 47.63232684065392, -122.3105543678885 47.63232384141366, -122.3098933673117 47.63231984249759, -122.3085723666959 47.63231284483649, -122.3085943602377 47.63071584563881, -122.3086363596316 47.63066384499194, -122.3085153599807 47.63060484562529, -122.3085443591061 47.63059284515849, -122.3085983591445 47.63053584554469, -122.3086173513206 47.62867584602905, -122.3086423430022 47.62685884607901))",180.14615834100488,21.259259259259263,2.8292682926829267,3.6025641025641026,1.7540983606557377,14.666666666666666
238,530330064003,006400,3,Block Group 3,+47.6287604,-122.3054864,6400,6400.3,6400.3,91.52516846,91.52931575,0.0,0,006400,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",465.0,1193.0,444.0,564.0,91.53,0.0,91.5215148926,91.5215,0.500953,0.665299,142.188,152.609909476,11,14,20,19,17.167,"POLYGON ((-122.3024053384784 47.62594585653545, -122.3024193358569 47.62519985656137, -122.3035433349364 47.62520785511394, -122.3035973356733 47.62520785476856, -122.304667335647 47.62521485299026, -122.304808336008 47.62521585316836, -122.3060253352178 47.62522585084654, -122.3073193363326 47.62523384880183, -122.3086633359676 47.62524084663691, -122.3086423430022 47.62685884607901, -122.3086173513206 47.62867584602905, -122.3085983591445 47.63053584554469, -122.3085443591061 47.63059284515849, -122.3085153599807 47.63060484562529, -122.3086363596316 47.63066384499194, -122.3085943602377 47.63071584563881, -122.3085723666959 47.63231284483649, -122.3072273672436 47.63230584751122, -122.3059833675409 47.63229984962366, -122.30470936764 47.63229285132537, -122.3035053673325 47.63228685361239, -122.3022933665962 47.6322858555292, -122.3023033652801 47.63175185591144, -122.302332356537 47.62990585601423, -122.3023553504469 47.6286448563751, -122.3023773456163 47.62743485622624, -122.3023813423774 47.62681585694074, -122.3023833422985 47.62669385698131, -122.3024053384784 47.62594585653545))",333.9031833759602,21.654411764705884,1.8571428571428572,3.5855855855855854,2.072289156626506,16.801724137931036
239,530330065001,006500,1,Block Group 1,+47.6338762,-122.3168748,6500,6500.1,6500.1,168.82840792,168.83722262,0.0,0,006500,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",535.0,1112.0,494.0,662.0,168.84,3.28,165.55,77.9379,0.422391,0.724831,363.818,162.067725042,9,16,19,20,17.167,"POLYGON ((-122.3152043979387 47.63920983185546, -122.3152123940317 47.63826383192133, -122.314990393448 47.63826683195901, -122.314906393047 47.63826083265877, -122.314796393608 47.63822483249891, -122.3146853939444 47.63818983301344, -122.3138353907477 47.63764183420955, -122.3136423904905 47.63751283452707, -122.3136103901005 47.63747583522836, -122.3135863904265 47.63741283502809, -122.3136073835078 47.63598583509823, -122.3136083839066 47.63594583564148, -122.3135803818983 47.63560783570269, -122.3135053807613 47.63532283522238, -122.3133863796917 47.6350488358469, -122.3132113784593 47.63476783676006, -122.3130373775745 47.63455383673622, -122.3127213751241 47.63424883750422, -122.3126243747332 47.63413283749817, -122.3125503744673 47.6340278375664, -122.3124813736815 47.63376583784019, -122.3124963669493 47.63233383804054, -122.3125333600751 47.63064283822918, -122.3125573514459 47.62869683940919, -122.3125613491577 47.62840183917098, -122.314352349855 47.62841583620829, -122.3145693493822 47.62841683591137, -122.3156723503813 47.62842483414486, -122.3167753493666 47.62843283251738, -122.3180363495736 47.62844083032103, -122.3182173502572 47.62848782967798, -122.3184273505227 47.62861882967315, -122.318486350392 47.62863582887626, -122.3186183512336 47.62867382855847, -122.3191353515457 47.6286738283226, -122.3196603513311 47.62867182761717, -122.3201393505468 47.62867082657763, -122.3202123514124 47.62866982624507, -122.3202093588765 47.6304898255987, -122.3202063676445 47.63227882536974, -122.3201923681727 47.63242482511249, -122.3201013689363 47.63264182516276, -122.3199583694219 47.63290882503706, -122.3199333702063 47.63304582570193, -122.3199343727805 47.63355082532308, -122.3199673730161 47.6336878251354, -122.3201033747748 47.63406382436837, -122.3201103758818 47.63430282439286, -122.3200963788077 47.63502682438928, -122.3211503798453 47.63502682278708, -122.3211163829122 47.63579282251106, -122.3211513836945 47.63590682268354, -122.3211983831267 47.635963822717, -122.3212903838904 47.63606482167042, -122.3213353836478 47.6361568217161, -122.3213853850971 47.63631882207619, -122.3213943860952 47.63642282196628, -122.3213563885324 47.63725582173173, -122.3213543938915 47.63838882151561, -122.3213523997119 47.63954282072233, -122.3200633997379 47.6395468230641, -122.3190083987962 47.63954982483623, -122.3179523997307 47.63955282714855, -122.3172643994725 47.63955582768417, -122.3169813997457 47.63955582844742, -122.3162053990883 47.63955882952094, -122.3160353998824 47.63955882964098, -122.3156943997816 47.63955983082578, -122.3156223994932 47.63954683070128, -122.3154613993856 47.63949283106655, -122.315424398771 47.63946883093573, -122.3153313982688 47.63940883165527, -122.3152503986884 47.63931683194206, -122.3152043979387 47.63920983185546))",93.31853225941812,21.06529209621993,2.445945945945946,5.542635658914729,1.96,12.806451612903226
240,530330065002,006500,2,Block Group 2,+47.6273114,-122.3226269,6500,6500.2,6500.2,47.08745247,47.08988404,0.0,0,006500,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",1067.0,1490.0,942.0,901.0,47.0905418396,0.0,47.0905418396,47.0905,0.467689,0.402431,169.901,169.570652073,10,8,19,19,15.667,"POLYGON ((-122.3202093588765 47.6304898255987, -122.3202123514124 47.62866982624507, -122.3201393505468 47.62867082657763, -122.3196603513311 47.62867182761717, -122.3191353515457 47.6286738283226, -122.3191453428994 47.62681982834954, -122.3196673428924 47.62682382730495, -122.3201243431986 47.62682782729866, -122.3202193431953 47.62682782690225, -122.3212993424055 47.62683682542756, -122.3213263369492 47.62537382565389, -122.3213303350619 47.62511682553518, -122.3219763357715 47.62511782422173, -122.3223843346068 47.62511782375876, -122.3230263347636 47.62511782258335, -122.3235833355686 47.62511782150658, -122.3240413354203 47.62511782073799, -122.3246463345502 47.62511782003379, -122.3253223350696 47.62511881867906, -122.3266033357651 47.62511881712301, -122.3265983429624 47.62696281599383, -122.3265423437946 47.6269678165697, -122.3259603446314 47.6271418169088, -122.3255823453067 47.62725581796892, -122.3254273442544 47.62730181817229, -122.32424434661 47.62765681991501, -122.3235313467641 47.62787082052449, -122.3235163504294 47.6286688210394, -122.3223673510528 47.62866782288281, -122.3223373582666 47.63040182248176, -122.3223003587935 47.63047082217303, -122.322274358582 47.63048882240955, -122.3222513591987 47.63049282241941, -122.3212633591719 47.63049082391886, -122.3202093588765 47.6304898255987))",111.30603461906925,21.649305555555557,4.090909090909091,12.26865671641791,2.227272727272727,17.40909090909091
