,GEOID10,TRACTCE10,BLKGRPCE10,NAMELSAD10,INTPTLAT10,INTPTLON10,TRACT,TRBG,TRBG_STR,ACRES_TOTA,ACRES_LAND,ACRES_WATE,WATER,TRFIPS,CFIPS,SFIPS,CSA,CSA_Name,CBSA,CBSA_Name,COUNTHU10,TOTPOP10,HH,WORKERS,AC_TOT,AC_WATER,AC_LAND,AC_UNPR,D2A_EPHHM,D2B_E8MIXA,D3b,D4a,D2A_Ranked,D2B_Ranked,D4A_Ranked,D3B_Ranked,WalkIndex,geometry,dis_ospace_m,SPEEDLIMIT,crim_50m,crim_100m,tree_10m,tree_50m
53,530330015001,001500,1,Block Group 1,+47.6961958,-122.3905366,1500,1500.1,1500.1,129.06682115,129.07524866,0.0,0,001500,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",539.0,1205.0,515.0,636.0,129.077789307,0.0,129.077789307,129.078,0.146777,0.0,165.334,466.046274462,3,1,17,19,12.667,"POLYGON ((-122.3875566731156 47.70117066871588, -122.3875586696628 47.70043766901609, -122.3875586687435 47.70012466954984, -122.387559667003 47.69972066912064, -122.3875616633592 47.69897866959445, -122.3875626602202 47.69823667017582, -122.3875646560652 47.69741667104022, -122.3875676505708 47.69604567200946, -122.3875696464714 47.6951796726232, -122.3875726416766 47.69414367316517, -122.3875736393879 47.69350067291987, -122.3875766336736 47.69235967357424, -122.3875976267653 47.6905756749662, -122.3887236262729 47.69057467316681, -122.3888426263145 47.69057467276856, -122.389798626005 47.69057367038636, -122.3902856265934 47.69057366980473, -122.390870626134 47.69057366825146, -122.391942625888 47.69057266645813, -122.3929896261818 47.69057166476093, -122.3929696298242 47.69130666384529, -122.3929416329947 47.69204166352575, -122.3929226429609 47.69422366201013, -122.3929196436669 47.69460866180098, -122.3929186437351 47.69467766188161, -122.392913647253 47.69531966160703, -122.392906649845 47.6960286608366, -122.3929006540593 47.69678066072081, -122.392907656189 47.69725366018839, -122.3929526563424 47.69741865980498, -122.3930006568719 47.69751465984811, -122.3931216584185 47.69769465958656, -122.3933116586192 47.69787565894497, -122.3935016592321 47.69806465831095, -122.3935616600519 47.69818665839797, -122.393577660295 47.69827165849985, -122.3936616604169 47.69828665856662, -122.3950036602573 47.69828665575215, -122.3960466625709 47.6988846533134, -122.3960266640326 47.69915065267762, -122.3959906655245 47.6992926527987, -122.3959166652455 47.69939565268788, -122.3956496654775 47.69955765384992, -122.3953946656713 47.69962065410781, -122.3940976678106 47.70008365642475, -122.3934936695798 47.70029965728141, -122.392315671595 47.70084365885251, -122.3910766731177 47.70128466108573, -122.3907876727603 47.70107766231349, -122.390047674397 47.70154666353299, -122.3894326754981 47.70154666479059, -122.3875556752199 47.70154666851246, -122.3875566731156 47.70117066871588))",231.79179878515012,21.374570446735397,1.6964285714285714,2.586206896551724,2.3877551020408165,9.875
54,530330015002,001500,2,Block Group 2,+47.6979157,-122.3990268,1500,1500.2,1500.2,258.60910052,160.15838743,98.46803485,0,001500,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",586.0,1249.0,557.0,581.0,258.63,101.9,156.72,152.176,0.206153,0.0,126.608,463.854538588,4,1,17,18,12.5,"POLYGON ((-122.390047674397 47.70154666353299, -122.3907876727603 47.70107766231349, -122.3910766731177 47.70128466108573, -122.392315671595 47.70084365885251, -122.3934936695798 47.70029965728141, -122.3940976678106 47.70008365642475, -122.3953946656713 47.69962065410781, -122.3956496654775 47.69955765384992, -122.3959166652455 47.69939565268788, -122.3959906655245 47.6992926527987, -122.3960266640326 47.69915065267762, -122.3960466625709 47.6988846533134, -122.3950036602573 47.69828665575215, -122.3936616604169 47.69828665856662, -122.393577660295 47.69827165849985, -122.3935616600519 47.69818665839797, -122.3935016592321 47.69806465831095, -122.3933116586192 47.69787565894497, -122.3931216584185 47.69769465958656, -122.3930006568719 47.69751465984811, -122.3929526563424 47.69741865980498, -122.392907656189 47.69725366018839, -122.3929006540593 47.69678066072081, -122.392906649845 47.6960286608366, -122.392913647253 47.69531966160703, -122.3929186437351 47.69467766188161, -122.3929196436669 47.69460866180098, -122.3929226429609 47.69422366201013, -122.3929416329947 47.69204166352575, -122.3929696298242 47.69130666384529, -122.3929896261818 47.69057166476093, -122.3930406262352 47.69057166398125, -122.3942066263892 47.69057166187158, -122.394402625726 47.69057166167931, -122.3947836260949 47.6905706612631, -122.3957526267031 47.6905706587872, -122.3959266256061 47.69057065892387, -122.3968556264199 47.69056865679307, -122.3969756260082 47.69056865668034, -122.3983276264434 47.6905726544199, -122.3996856263584 47.69054365092815, -122.3997276269189 47.69070365148784, -122.400023630107 47.69153465039901, -122.4001016310924 47.69170465000808, -122.4002136321129 47.69186664958809, -122.4005086332455 47.69217264860522, -122.4007116349567 47.69241464829393, -122.40084963493 47.69265664748457, -122.4010156378174 47.69332364720172, -122.401866642811 47.69431264446177, -122.4024256451113 47.69496264317785, -122.4023886466981 47.69520864303467, -122.4023716477843 47.69532264318019, -122.4022156522848 47.69637764268139, -122.4020436566609 47.69753964168824, -122.4034396581529 47.69772063924264, -122.4092206583095 47.69768162783793, -122.4070516677429 47.69983263057227, -122.4054446739906 47.70142863295708, -122.3985946856216 47.70390064429562, -122.3968806817302 47.70297464902675, -122.3933936748022 47.70161465681994, -122.3932466752162 47.70160365652658, -122.3919936746098 47.70160965976808, -122.390047674397 47.70154666353299))",153.92414948887728,21.811594202898547,1.6615384615384616,2.4206349206349205,2.046511627906977,10.278195488721805
55,530330016001,001600,1,Block Group 1,+47.7056204,-122.3809955,1600,1600.1,1600.1,361.5179333,248.43802032,113.10433368,0,001600,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",567.0,1375.0,548.0,607.0,361.54,134.3,227.23,212.99,0.429914,0.633329,74.1844,307.089687726,9,13,18,13,14.0,"POLYGON ((-122.3707967052037 47.70849069794001, -122.3708317054627 47.70838069798264, -122.3709967053457 47.70830269813469, -122.3710257053135 47.70831669809298, -122.3710877043604 47.70831869739379, -122.3714317050159 47.7082436970181, -122.3716797045219 47.70819169695807, -122.371915703711 47.70816969579672, -122.3720957046336 47.70816869581542, -122.3723917039581 47.70819369555345, -122.3731247045342 47.70831669379559, -122.3734417055346 47.70835369318763, -122.3737637050817 47.70837069231312, -122.3745017045752 47.7083726907854, -122.3747517053538 47.7083326901966, -122.3749637051114 47.70823368985656, -122.3750547045678 47.7081556897504, -122.3751327038342 47.70804268956591, -122.3751587028787 47.70794968935114, -122.3751497031423 47.70786068986816, -122.3751067020813 47.70777668968742, -122.3750097018004 47.70768569027388, -122.374904702214 47.70763169033936, -122.3747497019679 47.70759269094997, -122.3740927013323 47.70750569251189, -122.3740806915211 47.70519669353065, -122.3740866823996 47.70336069403163, -122.3740916745137 47.70153569575022, -122.3741076592241 47.69788469726228, -122.3754466589284 47.69788669505666, -122.3767926586607 47.69789069193023, -122.3767856640121 47.69898469176611, -122.3785116630849 47.69898368793317, -122.3785056671632 47.6997216878938, -122.3807856668237 47.69972168301492, -122.3830316672262 47.69972167826933, -122.383027669562 47.70044767824718, -122.3830696710538 47.70071167814456, -122.3831766719589 47.70088567733737, -122.38352567312 47.70108067696138, -122.383765673663 47.70116667629409, -122.3837876730035 47.70116867647749, -122.3839896738767 47.70118567613291, -122.3852906737667 47.70117367353158, -122.3852896740277 47.70132567295347, -122.3852896745323 47.70154567250587, -122.3852886745599 47.70158767304913, -122.3874916755107 47.70159866820777, -122.3875556752199 47.70154666851246, -122.3894326754981 47.70154666479059, -122.390047674397 47.70154666353299, -122.3919936746098 47.70160965976808, -122.3932466752162 47.70160365652658, -122.3933936748022 47.70161465681994, -122.3968806817302 47.70297464902675, -122.3985946856216 47.70390064429562, -122.3921746976316 47.70656565619229, -122.3892997078449 47.70904466000638, -122.3821767088414 47.70910567441445, -122.3804387091388 47.70912067863942, -122.3800957078801 47.70911167853124, -122.3710387076092 47.70892069768637, -122.3689957077537 47.70892070149332, -122.3695487067235 47.70878770105404, -122.3707967052037 47.70849069794001))",258.89191251153596,20.647435897435898,1.9642857142857142,2.6363636363636362,1.9782608695652173,5.993288590604027
56,530330016002,001600,2,Block Group 2,+47.6963993,-122.3832979,1600,1600.2,1600.2,163.45578933,163.46712848,0.0,0,001600,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",567.0,1342.0,548.0,547.0,163.47,0.0,163.46,152.566,0.28497,0.589648,140.971,510.608367917,6,12,16,18,14.333,"POLYGON ((-122.3767956499402 47.69606969334777, -122.3767986447278 47.69468869374644, -122.3824996444927 47.69466968244346, -122.3828106438866 47.69465168159894, -122.382878643392 47.69444568225315, -122.3828996427018 47.69423668204206, -122.3829016323057 47.69187868356814, -122.3829386311851 47.69177268331443, -122.3829996315104 47.69167068294067, -122.3831656307735 47.69148268347639, -122.3832266303127 47.69138068297979, -122.3832636290018 47.69127368313237, -122.3832746285167 47.69108268337749, -122.3832726258324 47.69058868320469, -122.3843446268082 47.69058568104393, -122.3854166266505 47.69058267960984, -122.3864866261305 47.69057867698638, -122.3875976267653 47.6905756749662, -122.3875766336736 47.69235967357424, -122.3875736393879 47.69350067291987, -122.3875726416766 47.69414367316517, -122.3875696464714 47.6951796726232, -122.3875676505708 47.69604567200946, -122.3875646560652 47.69741667104022, -122.3875626602202 47.69823667017582, -122.3875616633592 47.69897866959445, -122.387559667003 47.69972066912064, -122.3875586687435 47.70012466954984, -122.3875586696628 47.70043766901609, -122.3875566731156 47.70117066871588, -122.3875556752199 47.70154666851246, -122.3874916755107 47.70159866820777, -122.3852886745599 47.70158767304913, -122.3852896745323 47.70154567250587, -122.3852896740277 47.70132567295347, -122.3852906737667 47.70117367353158, -122.3839896738767 47.70118567613291, -122.3837876730035 47.70116867647749, -122.383765673663 47.70116667629409, -122.38352567312 47.70108067696138, -122.3831766719589 47.70088567733737, -122.3830696710538 47.70071167814456, -122.383027669562 47.70044767824718, -122.3830316672262 47.69972167826933, -122.3807856668237 47.69972168301492, -122.3785056671632 47.6997216878938, -122.3785116630849 47.69898368793317, -122.3767856640121 47.69898469176611, -122.3767926586607 47.69789069193023, -122.3767956499402 47.69606969334777))",282.27730526908886,21.205128205128208,1.5970149253731343,2.3112582781456954,1.6428571428571428,6.8121546961325965
57,530330016003,001600,3,Block Group 3,+47.6933275,-122.3779540,1600,1600.3,1600.3,92.4356263,92.44212303,0.0,0,001600,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",713.0,1414.0,681.0,611.0,92.443359375,0.0,92.443359375,92.4434,0.703864,0.773871,126.942,225.443312916,17,18,19,18,18.167,"POLYGON ((-122.3741036489247 47.69561869860578, -122.3741046427176 47.69425169898206, -122.3741026266614 47.69062070169865, -122.3754666263451 47.69061469850219, -122.376805626595 47.69060869640235, -122.3778836262798 47.69060569356702, -122.378956625709 47.69060269167478, -122.3800286255748 47.69059869017345, -122.3810966261779 47.69059568739592, -122.3816336268541 47.69059368628449, -122.382177625808 47.69059268596236, -122.3832726258324 47.69058868320469, -122.3832746285167 47.69108268337749, -122.3832636290018 47.69127368313237, -122.3832266303127 47.69138068297979, -122.3831656307735 47.69148268347639, -122.3829996315104 47.69167068294067, -122.3829386311851 47.69177268331443, -122.3829016323057 47.69187868356814, -122.3828996427018 47.69423668204206, -122.382878643392 47.69444568225315, -122.3828106438866 47.69465168159894, -122.3824996444927 47.69466968244346, -122.3767986447278 47.69468869374644, -122.3767956499402 47.69606969334777, -122.3767926586607 47.69789069193023, -122.3754466589284 47.69788669505666, -122.3741076592241 47.69788469726228, -122.3741026508551 47.69606769810082, -122.3741036489247 47.69561869860578))",163.13428470599072,23.480046948356808,4.04054054054054,10.882352941176471,1.6808510638297873,9.607142857142858
58,530330017011,001701,1,Block Group 1,+47.6921888,-122.3576268,1701,1701.1,1701.1,79.99952024,80.0050621,0.0,0,001701,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",891.0,1605.0,842.0,682.0,80.005355835,0.0,80.005355835,80.0054,0.708063,0.724062,133.368,37.6088528882,17,16,20,18,18.167,"POLYGON ((-122.3499206298226 47.69130374885874, -122.3499116255019 47.69057874851163, -122.3513436260311 47.6905837457309, -122.3526016265197 47.69058674369649, -122.3539316267361 47.69059074086057, -122.3553016257282 47.69059473799569, -122.3566416268465 47.69060273517884, -122.3579816261881 47.69061073283031, -122.3593196265022 47.6906187307054, -122.360647626699 47.69062572778252, -122.3633206269222 47.69064072205612, -122.3633256291632 47.69136472232617, -122.3633306323801 47.69206572217167, -122.3633356365126 47.69280172140103, -122.3633406391444 47.69352572069866, -122.363345641942 47.69424972087081, -122.3620106430202 47.69424372317832, -122.3606766429823 47.69423872562405, -122.3593596420867 47.69423372864507, -122.3580196419723 47.69422773139429, -122.3573876417483 47.69422473240177, -122.3566796426357 47.69422273404489, -122.3553396427057 47.69421673678025, -122.3553206340042 47.69241873773067, -122.3539506348655 47.69241474018437, -122.3526206345749 47.69241074262065, -122.3512906336041 47.69240674484299, -122.3499336344654 47.69240174770975, -122.3499296331468 47.69202774793246, -122.3499206298226 47.69130374885874))",247.0102229337495,22.767857142857142,7.589743589743589,16.037383177570092,1.5777777777777777,9.519607843137255
59,530330017012,001701,2,Block Group 2,+47.6958402,-122.3525289,1701,1701.2,1701.2,75.33015007,75.33526461,0.0,0,001701,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",624.0,1113.0,585.0,632.0,75.33,0.0,75.33,72.0072,0.395605,0.590684,203.909,288.94753743,8,12,18,20,16.0,"POLYGON ((-122.3500086627738 47.6987297449885, -122.3499976587602 47.69782374495467, -122.3499866546167 47.69687774556972, -122.3499846539855 47.69675974618183, -122.3499766498644 47.69601274624485, -122.3499716484569 47.69565074622436, -122.3499486448744 47.69492574697611, -122.3499346426489 47.6942017470409, -122.3499216390753 47.69347574745839, -122.3499376358371 47.69275374753701, -122.3499336344654 47.69240174770975, -122.3512906336041 47.69240674484299, -122.3526206345749 47.69241074262065, -122.3539506348655 47.69241474018437, -122.3553206340042 47.69241873773067, -122.3553396427057 47.69421673678025, -122.3553586498521 47.69602773598206, -122.3553766588932 47.69783873487681, -122.3540326577854 47.69783473738509, -122.3540516660121 47.69964573678642, -122.3527076666307 47.69964273958696, -122.3512536660791 47.69963874185608, -122.3500186664827 47.69963474443771, -122.3500086627738 47.6987297449885))",279.59502467987045,20.062893081761008,3.3333333333333335,7.674157303370786,1.4,5.087719298245614
60,530330017013,001701,3,Block Group 3,+47.7020793,-122.3528889,1701,1701.3,1701.3,65.26378539,65.26819139,0.0,0,001701,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",536.0,1100.0,504.0,553.0,65.27,0.0,65.2694244385,65.2694,0.4942,0.821385,222.268,241.204656865,11,19,19,20,18.0,"POLYGON ((-122.3500296700226 47.70053974404119, -122.3500186664827 47.69963474443771, -122.3512536660791 47.69963874185608, -122.3527076666307 47.69964273958696, -122.3540516660121 47.69964573678642, -122.3540326577854 47.69783473738509, -122.3553766588932 47.69783873487681, -122.3553956659911 47.69964973379451, -122.355400668036 47.70011173377448, -122.3554146744141 47.70146073254964, -122.3554226779521 47.70218573210482, -122.3554296808839 47.70290973203656, -122.3554376835223 47.70363473155653, -122.3554446868587 47.7043587314352, -122.355452691262 47.70508373088385, -122.3541116906365 47.70507973404106, -122.352763691039 47.70507573645097, -122.3514236899854 47.70507173965423, -122.3508046898602 47.70506574049936, -122.3500736899453 47.70506774230221, -122.3500656873192 47.70434274255271, -122.3500576834502 47.70361874226128, -122.3500496811626 47.70289474282465, -122.3500416778742 47.70216974301275, -122.3500396743377 47.70144574377522, -122.3500336717991 47.70098874406862, -122.3500296700226 47.70053974404119))",732.5599524776237,20.644444444444442,3.8026315789473686,7.421052631578948,1.411764705882353,3.975
61,530330017021,001702,1,Block Group 1,+47.6992780,-122.3574379,1702,1702.1,1702.1,84.91221987,84.91726997,0.0,0,001702,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",734.0,1322.0,681.0,713.0,84.92,0.0,84.91,79.9292,0.382986,0.784399,246.273,135.488038329,8,18,20,20,17.667,"POLYGON ((-122.3553586498521 47.69602773598206, -122.3553396427057 47.69421673678025, -122.3566796426357 47.69422273404489, -122.3573876417483 47.69422473240177, -122.3580196419723 47.69422773139429, -122.3593596420867 47.69423372864507, -122.3593786505506 47.69604072756034, -122.3593976590768 47.69784872670177, -122.359415665964 47.69966472585876, -122.3594346749427 47.70148072494722, -122.3606736747672 47.70149972220609, -122.3607336751787 47.70151372223289, -122.360740677991 47.70221372212281, -122.3607426785422 47.70239972144, -122.3596006810398 47.70297872333538, -122.3582736839041 47.70365272600155, -122.3577826847326 47.70390172670857, -122.3568616874547 47.70436872888558, -122.355452691262 47.70508373088385, -122.3554446868587 47.7043587314352, -122.3554376835223 47.70363473155653, -122.3554296808839 47.70290973203656, -122.3554226779521 47.70218573210482, -122.3554146744141 47.70146073254964, -122.355400668036 47.70011173377448, -122.3553956659911 47.69964973379451, -122.3553766588932 47.69783873487681, -122.3553586498521 47.69602773598206))",285.11046315009906,21.004901960784313,4.360655737704918,8.54,1.6666666666666667,9.881188118811881
62,530330017022,001702,2,Block Group 2,+47.6924455,-122.3687262,1702,1702.2,1702.2,80.2825413,80.28799776,0.0,0,001702,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",482.0,1024.0,465.0,633.0,80.29,0.0,80.28,69.625,0.49522,0.320798,164.767,302.266025207,11,7,18,19,15.333,"POLYGON ((-122.3633256291632 47.69136472232617, -122.3633206269222 47.69064072205612, -122.3659926259487 47.69065571750657, -122.3672676264503 47.6906497148049, -122.3683236269368 47.69064571310776, -122.3693456260549 47.69064071062873, -122.3704026260485 47.69063670857966, -122.3714406263078 47.69063270666474, -122.3727626261268 47.69062670443943, -122.3741026266614 47.69062070169865, -122.3741046427176 47.69425169898206, -122.3727556419841 47.69425270234188, -122.3714596421379 47.69425270457431, -122.3714056419868 47.69425270464957, -122.3700576430514 47.69425470701007, -122.368709641827 47.69425670965166, -122.3686286430057 47.69425671048057, -122.3673206418974 47.69425871290901, -122.3660136429658 47.69425971526746, -122.364679642087 47.69425471778189, -122.363345641942 47.69424972087081, -122.3633406391444 47.69352572069866, -122.3633356365126 47.69280172140103, -122.3633306323801 47.69206572217167, -122.3633256291632 47.69136472232617))",432.6467558220916,21.666666666666668,3.303030303030303,7.254716981132075,1.9444444444444444,6.842105263157895
63,530330017023,001702,3,Block Group 3,+47.6963785,-122.3684070,1702,1702.3,1702.3,72.72438954,72.72904416,0.0,0,001702,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",408.0,1004.0,391.0,536.0,72.73,0.0,72.72,72.6322,0.509846,0.437943,146.665,235.04872007,11,9,19,19,16.0,"POLYGON ((-122.3646916501497 47.69605871678059, -122.364679642087 47.69425471778189, -122.3660136429658 47.69425971526746, -122.3673206418974 47.69425871290901, -122.3686286430057 47.69425671048057, -122.368709641827 47.69425670965166, -122.3700576430514 47.69425470701007, -122.3714056419868 47.69425270464957, -122.3714596421379 47.69425270457431, -122.3727556419841 47.69425270234188, -122.3741046427176 47.69425169898206, -122.3741036489247 47.69561869860578, -122.3729486506543 47.6962057004735, -122.3726736517354 47.69634370126042, -122.3714076552175 47.69698670362876, -122.3700646570357 47.69766870510156, -122.3696656585863 47.69787170658179, -122.3687236600524 47.69834970790732, -122.3669836649963 47.69923271105421, -122.3660456672152 47.69970871235195, -122.3647186695917 47.70038171465978, -122.3647136661648 47.69968471546861, -122.3647026581357 47.69786171610759, -122.3646916501497 47.69605871678059))",311.43618959399845,22.82128514056225,3.017543859649123,6.9245283018867925,1.4285714285714286,7.593406593406593
64,530330017024,001702,4,Block Group 4,+47.6978405,-122.3619724,1702,1702.4,1702.4,78.40999519,78.41543319,0.0,0,001702,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",384.0,884.0,374.0,474.0,78.4166793823,0.0,78.4166793823,78.4167,0.514746,0.546404,141.475,349.940206964,12,11,18,18,15.833,"POLYGON ((-122.3593786505506 47.69604072756034, -122.3593596420867 47.69423372864507, -122.3606766429823 47.69423872562405, -122.3620106430202 47.69424372317832, -122.363345641942 47.69424972087081, -122.364679642087 47.69425471778189, -122.3646916501497 47.69605871678059, -122.3647026581357 47.69786171610759, -122.3647136661648 47.69968471546861, -122.3647186695917 47.70038171465978, -122.3633926725599 47.70104771741209, -122.3626016739292 47.70145071880474, -122.362422674461 47.70153871911253, -122.3620776759069 47.7017087195197, -122.3607426785422 47.70239972144, -122.360740677991 47.70221372212281, -122.3607336751787 47.70151372223289, -122.3606736747672 47.70149972220609, -122.3594346749427 47.70148072494722, -122.359415665964 47.69966472585876, -122.3593976590768 47.69784872670177, -122.3593786505506 47.69604072756034))",256.3019711291624,22.879901960784316,3.2419354838709675,7.366336633663367,1.7692307692307692,8.722772277227723
65,530330018001,001800,1,Block Group 1,+47.6942077,-122.3375804,1800,1800.1,1800.1,104.2410782,104.24832393,0.0,0,001800,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",666.0,1490.0,631.0,810.0,104.25,0.0,104.24,103.754,0.173889,0.0,134.592,101.439871489,3,1,20,18,13.333,"POLYGON ((-122.3402946576647 47.69780276475455, -122.3397026574161 47.69776176592499, -122.3387236566081 47.69734776785847, -122.3385036564972 47.6974107688504, -122.3383676563781 47.69749976899718, -122.3382886568617 47.69761676868129, -122.3382736578757 47.69778576885648, -122.3376236584413 47.69778276963589, -122.3365196576656 47.69777877235974, -122.3351636582305 47.69777177526359, -122.3350256574353 47.69777077506391, -122.3349806582351 47.69777077508617, -122.3349736505153 47.69595177579662, -122.3338036493685 47.69594677808617, -122.333784641599 47.69412477948096, -122.3337816403274 47.69379277911347, -122.3337746377429 47.69313077965832, -122.3337676344264 47.69246777983297, -122.3337656333831 47.69230378020191, -122.3337606321989 47.69180578033617, -122.3337536292397 47.69114278046924, -122.3337136283572 47.69103178029914, -122.3336086276121 47.69090178062876, -122.3333236265542 47.69066378117216, -122.3332686267386 47.69058078148338, -122.3332196259047 47.6905207812958, -122.3350886263755 47.69050277808539, -122.3353226261356 47.69050177778887, -122.3364406256805 47.69051277524405, -122.3371616253867 47.69051577422424, -122.3377886260967 47.69051177278977, -122.3380676258894 47.69051377211809, -122.339134626053 47.69052176952177, -122.3402216258161 47.69052976777607, -122.340239634465 47.69234876720204, -122.340260641595 47.69416176604675, -122.3413366417563 47.69416776444421, -122.3418696419315 47.69417076304224, -122.3418786455013 47.69489476296874, -122.3418866488675 47.69561776225433, -122.3418916496099 47.69600976199329, -122.3418946518812 47.69634776226556, -122.3419036545539 47.69707276160046, -122.3419116578096 47.6977987619093, -122.3408066583735 47.69779476358514, -122.340534658656 47.69782076450384, -122.3402946576647 47.69780276475455))",316.92671882027037,22.888257575757578,2.7162162162162162,4.912698412698413,1.8666666666666667,7.645161290322581
66,530330018002,001800,2,Block Group 2,+47.6922220,-122.3443809,1800,1800.2,1800.2,60.31152722,60.31570534,0.0,0,001800,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",789.0,1499.0,743.0,864.0,60.32,0.0,60.3165931702,60.3166,0.381476,0.630155,112.323,240.718406223,8,13,19,17,15.5,"POLYGON ((-122.340239634465 47.69234876720204, -122.3402216258161 47.69052976777607, -122.3404796264008 47.69053176718342, -122.3412956262126 47.69053776574741, -122.3418276255797 47.69054176506126, -122.342373625693 47.69054576362169, -122.3434496256452 47.69055476107162, -122.3445216267248 47.69056275964891, -122.3472076265569 47.69057075435164, -122.3499116255019 47.69057874851163, -122.3499206298226 47.69130374885874, -122.3499296331468 47.69202774793246, -122.3472186328732 47.69201975354116, -122.3472276356401 47.69274575304225, -122.3472366391976 47.69346875321602, -122.3472446419369 47.69419375209818, -122.3445656421243 47.69418575742357, -122.3434886423275 47.69417975956161, -122.3424126424269 47.69417376167713, -122.3418696419315 47.69417076304224, -122.3413366417563 47.69416776444421, -122.340260641595 47.69416176604675, -122.340239634465 47.69234876720204))",355.0373582106946,22.93918918918919,12.061728395061728,26.145631067961165,1.5384615384615385,7.27710843373494
67,530330018003,001800,3,Block Group 3,+47.6954034,-122.3465577,1800,1800.3,1800.3,68.44525066,68.44992027,0.0,0,001800,033,53,500,"Seattle-Tacoma-Olympia, WA",42660.0,"Seattle-Tacoma-Bellevue, WA",837.0,1546.0,762.0,852.0,68.45,0.0,68.4425048828,68.4425,0.305623,0.630399,190.146,240.083746998,6,13,19,20,16.167,"POLYGON ((-122.3418786455013 47.69489476296874, -122.3418696419315 47.69417076304224, -122.3424126424269 47.69417376167713, -122.3434886423275 47.69417975956161, -122.3445656421243 47.69418575742357, -122.3472446419369 47.69419375209818, -122.3472366391976 47.69346875321602, -122.3472276356401 47.69274575304225, -122.3472186328732 47.69201975354116, -122.3499296331468 47.69202774793246, -122.3499336344654 47.69240174770975, -122.3499376358371 47.69275374753701, -122.3499216390753 47.69347574745839, -122.3499346426489 47.6942017470409, -122.3499486448744 47.69492574697611, -122.3499716484569 47.69565074622436, -122.3499766498644 47.69601274624485, -122.3499846539855 47.69675974618183, -122.3499866546167 47.69687774556972, -122.3499976587602 47.69782374495467, -122.3473026584231 47.69781675100934, -122.344607658195 47.69780875596668, -122.344599655706 47.69708375660166, -122.343661655436 47.69708075813975, -122.3419036545539 47.69707276160046, -122.3418946518812 47.69634776226556, -122.3418916496099 47.69600976199329, -122.3418866488675 47.69561776225433, -122.3418786455013 47.69489476296874))",300.48495475738173,21.53186274509804,7.551282051282051,20.068627450980394,1.6470588235294117,6.828571428571428
